1600920907 INTERNAL *** MONITORD_STARTED ***
1600920905 INTERNAL *** DAGMAN_STARTED 55.0 ***
1600920910 stage_out_local_local_1000_0 SUBMIT 56.0 local - 1
1600920910 create_dir_Cats_and_Dogs_0_local SUBMIT 57.0 local - 2
1600920911 create_dir_Cats_and_Dogs_0_local EXECUTE 57.0 local - 2
1600920911 stage_out_local_local_1000_0 EXECUTE 56.0 local - 1
1600920913 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 57.0 local - 2
1600920915 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600920915 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 57.0 local - 2
1600920913 stage_out_local_local_1000_0 JOB_TERMINATED 56.0 local - 1
1600920915 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600920915 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 56.0 local - 1
1600920915 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 57.0 local - 2
1600920920 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600920915 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 56.0 local - 1
1600920920 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600920925 stage_in_remote_local_2_0 SUBMIT 58.0 local - 3
1600920925 stage_in_remote_local_1_0 SUBMIT 59.0 local - 4
1600920925 stage_in_remote_local_0_0 SUBMIT 60.0 local - 5
1600920925 stage_in_local_local_0_0 SUBMIT 61.0 local - 6
1600920925 stage_in_remote_local_3_0 SUBMIT 62.0 local - 7
1600920925 register_local_1000_0 SUBMIT 63.0 local - 8
1600920926 stage_in_remote_local_3_0 EXECUTE 62.0 local - 7
1600920926 stage_in_remote_local_2_0 EXECUTE 58.0 local - 3
1600920926 stage_in_local_local_0_0 EXECUTE 61.0 local - 6
1600920926 stage_in_remote_local_0_0 EXECUTE 60.0 local - 5
1600920926 register_local_1000_0 EXECUTE 63.0 local - 8
1600920926 stage_in_remote_local_1_0 EXECUTE 59.0 local - 4
1600920928 register_local_1000_0 JOB_TERMINATED 63.0 local - 8
1600920930 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600920930 register_local_1000_0 POST_SCRIPT_STARTED 63.0 local - 8
1600920929 stage_in_remote_local_3_0 JOB_TERMINATED 62.0 local - 7
1600920930 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600920930 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 62.0 local - 7
1600920929 stage_in_remote_local_2_0 JOB_TERMINATED 58.0 local - 3
1600920930 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600920930 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 58.0 local - 3
1600920929 stage_in_remote_local_1_0 JOB_TERMINATED 59.0 local - 4
1600920930 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600920930 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 59.0 local - 4
1600920929 stage_in_remote_local_0_0 JOB_TERMINATED 60.0 local - 5
1600920930 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600920930 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 60.0 local - 5
1600920930 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 62.0 local - 7
1600920935 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 7
1600920930 register_local_1000_0 POST_SCRIPT_TERMINATED 63.0 local - 8
1600920935 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600920930 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 58.0 local - 3
1600920935 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
1600920930 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 59.0 local - 4
1600920935 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600920931 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 60.0 local - 5
1600920935 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1600920931 stage_in_local_local_0_0 JOB_TERMINATED 61.0 local - 6
1600920935 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600920935 stage_in_local_local_0_0 POST_SCRIPT_STARTED 61.0 local - 6
1600920935 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 61.0 local - 6
1600920940 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 6
1600920945 preprocess1_py_ID0000001 SUBMIT 64.0 condorpool - 9
1600920951 preprocess1_py_ID0000001 EXECUTE 64.0 condorpool - 9
1600920955 preprocess1_py_ID0000001 JOB_TERMINATED 64.0 condorpool - 9
1600920955 preprocess1_py_ID0000001 JOB_SUCCESS 0 condorpool - 9
1600920955 preprocess1_py_ID0000001 POST_SCRIPT_STARTED 64.0 condorpool - 9
1600920955 preprocess1_py_ID0000001 POST_SCRIPT_TERMINATED 64.0 condorpool - 9
1600920960 preprocess1_py_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 9
1600920965 clean_up_local_level_3_0 SUBMIT 65.0 local - 10
1600920965 stage_out_local_local_0_0 SUBMIT 66.0 local - 11
1600920965 Augmentation_py_ID0000002 SUBMIT 67.0 condorpool - 12
1600920967 Augmentation_py_ID0000002 EXECUTE 67.0 condorpool - 12
1600920969 clean_up_local_level_3_0 EXECUTE 65.0 local - 10
1600920969 stage_out_local_local_0_0 EXECUTE 66.0 local - 11
