1600378074 INTERNAL *** MONITORD_STARTED ***
1600378072 INTERNAL *** DAGMAN_STARTED 228.0 ***
1600378076 stage_out_local_local_1000_0 SUBMIT 229.0 local - 1
1600378076 create_dir_Cats_and_Dogs_0_local SUBMIT 230.0 local - 2
1600378077 stage_out_local_local_1000_0 EXECUTE 229.0 local - 1
1600378077 create_dir_Cats_and_Dogs_0_local EXECUTE 230.0 local - 2
1600378079 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 230.0 local - 2
1600378081 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600378081 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 230.0 local - 2
1600378079 stage_out_local_local_1000_0 JOB_TERMINATED 229.0 local - 1
1600378081 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600378081 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 229.0 local - 1
1600378081 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 230.0 local - 2
1600378086 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600378081 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 229.0 local - 1
1600378086 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600378091 stage_in_remote_local_2_0 SUBMIT 231.0 local - 3
1600378092 stage_in_remote_local_1_0 SUBMIT 232.0 local - 4
1600378092 stage_in_remote_local_0_0 SUBMIT 233.0 local - 5
1600378092 stage_in_local_local_0_0 SUBMIT 234.0 local - 6
1600378092 stage_in_remote_local_3_0 SUBMIT 235.0 local - 7
1600378092 register_local_1000_0 SUBMIT 236.0 local - 8
1600378094 stage_in_remote_local_2_0 EXECUTE 231.0 local - 3
1600378094 stage_in_remote_local_1_0 EXECUTE 232.0 local - 4
1600378094 stage_in_remote_local_0_0 EXECUTE 233.0 local - 5
1600378094 stage_in_local_local_0_0 EXECUTE 234.0 local - 6
1600378094 stage_in_remote_local_3_0 EXECUTE 235.0 local - 7
1600378094 register_local_1000_0 EXECUTE 236.0 local - 8
1600378096 register_local_1000_0 JOB_TERMINATED 236.0 local - 8
1600378097 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600378097 register_local_1000_0 POST_SCRIPT_STARTED 236.0 local - 8
1600378096 stage_in_remote_local_1_0 JOB_TERMINATED 232.0 local - 4
1600378097 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600378097 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 232.0 local - 4
1600378096 stage_in_remote_local_2_0 JOB_TERMINATED 231.0 local - 3
1600378097 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600378097 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 231.0 local - 3
1600378096 stage_in_remote_local_0_0 JOB_TERMINATED 233.0 local - 5
1600378097 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600378097 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 233.0 local - 5
1600378096 stage_in_remote_local_3_0 JOB_TERMINATED 235.0 local - 7
1600378097 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600378097 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 235.0 local - 7
1600378097 register_local_1000_0 POST_SCRIPT_TERMINATED 236.0 local - 8
1600378102 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600378097 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 232.0 local - 4
1600378102 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 4
1600378097 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 231.0 local - 3
