1602001019 INTERNAL *** MONITORD_STARTED ***
1602001017 INTERNAL *** DAGMAN_STARTED 48.0 ***
1602001021 create_dir_Cats_and_Dogs_0_local SUBMIT 49.0 local - 1
1602001022 create_dir_Cats_and_Dogs_0_local EXECUTE 49.0 local - 1
1602001024 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 49.0 local - 1
1602001026 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 1
1602001026 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 49.0 local - 1
1602001026 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 49.0 local - 1
1602001031 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 1
1602001037 stage_in_remote_local_2_0 SUBMIT 50.0 local - 2
1602001037 stage_in_remote_local_1_0 SUBMIT 51.0 local - 3
1602001037 stage_in_remote_local_0_0 SUBMIT 52.0 local - 4
1602001037 stage_in_local_local_0_0 SUBMIT 53.0 local - 5
1602001037 stage_in_local_local_3_0 SUBMIT 54.0 local - 6
1602001037 stage_in_remote_local_3_0 SUBMIT 55.0 local - 7
1602001039 stage_in_remote_local_0_0 EXECUTE 52.0 local - 4
1602001039 stage_in_remote_local_3_0 EXECUTE 55.0 local - 7
1602001039 stage_in_remote_local_1_0 EXECUTE 51.0 local - 3
1602001039 stage_in_local_local_3_0 EXECUTE 54.0 local - 6
1602001039 stage_in_remote_local_2_0 EXECUTE 50.0 local - 2
1602001039 stage_in_local_local_0_0 EXECUTE 53.0 local - 5
1602001041 stage_in_remote_local_0_0 JOB_TERMINATED 52.0 local - 4
1602001042 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1602001042 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 52.0 local - 4
1602001041 stage_in_remote_local_3_0 JOB_TERMINATED 55.0 local - 7
1602001042 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1602001042 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 55.0 local - 7
1602001041 stage_in_remote_local_1_0 JOB_TERMINATED 51.0 local - 3
1602001042 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1602001042 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 51.0 local - 3
1602001041 stage_in_remote_local_2_0 JOB_TERMINATED 50.0 local - 2
1602001042 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1602001042 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 50.0 local - 2
