1600919405 INTERNAL *** MONITORD_STARTED ***
1600919403 INTERNAL *** DAGMAN_STARTED 28.0 ***
1600919407 stage_out_local_local_1000_0 SUBMIT 29.0 local - 1
1600919407 create_dir_Cats_and_Dogs_0_local SUBMIT 30.0 local - 2
1600919408 create_dir_Cats_and_Dogs_0_local EXECUTE 30.0 local - 2
1600919408 stage_out_local_local_1000_0 EXECUTE 29.0 local - 1
1600919410 create_dir_Cats_and_Dogs_0_local JOB_TERMINATED 30.0 local - 2
1600919412 create_dir_Cats_and_Dogs_0_local JOB_SUCCESS 0 local - 2
1600919412 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_STARTED 30.0 local - 2
1600919410 stage_out_local_local_1000_0 JOB_TERMINATED 29.0 local - 1
1600919412 stage_out_local_local_1000_0 JOB_SUCCESS 0 local - 1
1600919412 stage_out_local_local_1000_0 POST_SCRIPT_STARTED 29.0 local - 1
1600919412 stage_out_local_local_1000_0 POST_SCRIPT_TERMINATED 29.0 local - 1
1600919417 stage_out_local_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 1
1600919412 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_TERMINATED 30.0 local - 2
1600919417 create_dir_Cats_and_Dogs_0_local POST_SCRIPT_SUCCESS 0 local - 2
1600919422 stage_in_remote_local_2_0 SUBMIT 31.0 local - 3
1600919422 stage_in_remote_local_1_0 SUBMIT 32.0 local - 4
1600919422 stage_in_remote_local_0_0 SUBMIT 33.0 local - 5
1600919422 stage_in_local_local_0_0 SUBMIT 34.0 local - 6
1600919422 stage_in_remote_local_3_0 SUBMIT 35.0 local - 7
1600919423 register_local_1000_0 SUBMIT 36.0 local - 8
1600919426 stage_in_remote_local_2_0 EXECUTE 31.0 local - 3
1600919426 stage_in_remote_local_0_0 EXECUTE 33.0 local - 5
1600919426 stage_in_local_local_0_0 EXECUTE 34.0 local - 6
1600919426 register_local_1000_0 EXECUTE 36.0 local - 8
1600919426 stage_in_remote_local_1_0 EXECUTE 32.0 local - 4
1600919426 stage_in_remote_local_3_0 EXECUTE 35.0 local - 7
1600919428 register_local_1000_0 JOB_TERMINATED 36.0 local - 8
1600919433 register_local_1000_0 JOB_SUCCESS 0 local - 8
1600919433 register_local_1000_0 POST_SCRIPT_STARTED 36.0 local - 8
1600919428 stage_in_remote_local_0_0 JOB_TERMINATED 33.0 local - 5
1600919433 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 5
1600919433 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 33.0 local - 5
1600919428 stage_in_remote_local_2_0 JOB_TERMINATED 31.0 local - 3
1600919433 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 3
1600919433 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 31.0 local - 3
1600919428 stage_in_remote_local_1_0 JOB_TERMINATED 32.0 local - 4
1600919433 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 4
1600919433 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 32.0 local - 4
1600919428 stage_in_remote_local_3_0 JOB_TERMINATED 35.0 local - 7
1600919433 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 7
1600919433 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 35.0 local - 7
1600919431 stage_in_local_local_0_0 JOB_TERMINATED 34.0 local - 6
1600919433 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 6
1600919433 stage_in_local_local_0_0 POST_SCRIPT_STARTED 34.0 local - 6
1600919433 register_local_1000_0 POST_SCRIPT_TERMINATED 36.0 local - 8
1600919438 register_local_1000_0 POST_SCRIPT_SUCCESS 0 local - 8
1600919433 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 31.0 local - 3
1600919438 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 3
